protocol,platform,platform_type,distance_km,noise_factor,run,transmission,effective_qubits,sifted_length,raw_key_rate,qber,secure_key_rate,single_qubit_fidelity,two_qubit_fidelity,T1,T2
Decoy-BB84,ionq_aria,trapped_ion,15,1.2,6,0.5011872336272722,250,236,0.472,0.005588127663727211,0.46225054214098776,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.2,7,0.5011872336272722,250,261,0.522,0.005588127663727211,0.5112177605881264,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.2,8,0.5011872336272722,250,251,0.502,0.005588127663727211,0.49163087320927096,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.2,9,0.5011872336272722,250,258,0.516,0.005588127663727211,0.5053416943744697,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.5,0,0.5011872336272722,250,251,0.502,0.005738127663727195,0.4902721899544355,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.5,1,0.5011872336272722,250,262,0.524,0.005738127663727195,0.5117582221835143,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.5,2,0.5011872336272722,250,247,0.494,0.005738127663727195,0.48245908732567955,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.5,3,0.5011872336272722,250,257,0.514,0.005738127663727195,0.5019918438975695,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.5,4,0.5011872336272722,250,240,0.48,0.005738127663727195,0.4687861577253566,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.5,5,0.5011872336272722,250,257,0.514,0.005738127663727195,0.5019918438975695,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.5,6,0.5011872336272722,250,254,0.508,0.005738127663727195,0.49613201692600245,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.5,7,0.5011872336272722,250,242,0.484,0.005738127663727195,0.4726927090397346,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.5,8,0.5011872336272722,250,257,0.514,0.005738127663727195,0.5019918438975695,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.5,9,0.5011872336272722,250,241,0.482,0.005738127663727195,0.4707394333825456,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.0,0,0.5011872336272722,250,249,0.498,0.005988127663727167,0.48413436338106747,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.0,1,0.5011872336272722,250,252,0.504,0.005988127663727167,0.48996730751818873,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.0,2,0.5011872336272722,250,238,0.476,0.005988127663727167,0.462746901544956,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.0,3,0.5011872336272722,250,255,0.51,0.005988127663727167,0.49580025165531005,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.0,4,0.5011872336272722,250,245,0.49,0.005988127663727167,0.47635710453157243,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.0,5,0.5011872336272722,250,226,0.452,0.005988127663727167,0.43941512499647084,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.0,6,0.5011872336272722,250,241,0.482,0.005988127663727167,0.4685798456820773,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.0,7,0.5011872336272722,250,236,0.472,0.005988127663727167,0.45885827212020847,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.0,8,0.5011872336272722,250,255,0.51,0.005988127663727167,0.49580025165531005,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.0,9,0.5011872336272722,250,235,0.47,0.005988127663727167,0.4569139574078347,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.5,0,0.5011872336272722,250,263,0.526,0.00623812766372714,0.5090173293708024,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.5,1,0.5011872336272722,250,260,0.52,0.00623812766372714,0.503211048047181,0.9995,0.987,10000,1000
