protocol,platform,platform_type,distance_km,noise_factor,run,transmission,effective_qubits,sifted_length,raw_key_rate,qber,secure_key_rate,single_qubit_fidelity,two_qubit_fidelity,T1,T2,num_bases_used,bell_parameter,entanglement_verified,decoy_qber,attack_detected
EEPM-QKD,oqc_lucy,superconducting,150,2.5,2,0.001,10,259,0.518,0.017490000000000006,0.3918079713787614,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,150,2.5,3,0.001,10,242,0.484,0.017490000000000006,0.36609084584424806,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,150,2.5,4,0.001,10,246,0.492,0.017490000000000006,0.37214193420531005,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,150,2.5,5,0.001,10,255,0.51,0.017490000000000006,0.38575688301769945,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,150,2.5,6,0.001,10,246,0.492,0.017490000000000006,0.37214193420531005,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,150,2.5,7,0.001,10,259,0.518,0.057490000000000006,0.16410610015509491,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,150,2.5,8,0.001,10,266,0.532,0.05595153846153847,0.17620944495161484,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,150,2.5,9,0.001,10,236,0.472,0.017490000000000006,0.35701421330265515,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.0,0,0.00039810717055349735,10,261,0.522,0.012996018928294467,0.42744901875724983,0.997,0.945,45,25,,2.0361599999999997,True,,
EEPM-QKD,oqc_lucy,superconducting,170,1.0,1,0.00039810717055349735,10,233,0.466,0.012996018928294467,0.3815924190438284,0.997,0.945,45,25,,1.80992,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.0,2,0.00039810717055349735,10,257,0.514,0.012996018928294467,0.4208980759410467,0.997,0.945,45,25,,1.0180799999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.0,3,0.00039810717055349735,10,235,0.47,0.012996018928294467,0.3848678904519298,0.997,0.945,45,25,,0.33936,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.0,4,0.00039810717055349735,10,253,0.506,0.012996018928294467,0.41434713312484367,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.0,5,0.00039810717055349735,10,262,0.524,0.012996018928294467,0.42908675446130057,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.0,6,0.00039810717055349735,10,249,0.498,0.012996018928294467,0.40779619030864056,0.997,0.945,45,25,,1.80992,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.0,7,0.00039810717055349735,10,260,0.52,0.012996018928294467,0.42581128305319904,0.997,0.945,45,25,,2.2624,True,,
EEPM-QKD,oqc_lucy,superconducting,170,1.0,8,0.00039810717055349735,10,270,0.54,0.012996018928294467,0.4421886400937067,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.0,9,0.00039810717055349735,10,253,0.506,0.012996018928294467,0.41434713312484367,0.997,0.945,45,25,,1.6967999999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.2,0,0.00039810717055349735,10,257,0.514,0.013596018928294467,0.41647143009088444,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.2,1,0.00039810717055349735,10,249,0.498,0.013596018928294467,0.40350733888182966,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.2,2,0.00039810717055349735,10,268,0.536,0.013596018928294467,0.4342970555033348,0.997,0.945,45,25,,0.79184,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.2,3,0.00039810717055349735,10,278,0.556,0.013596018928294467,0.4505021695146532,0.997,0.945,45,25,,1.0180799999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.2,4,0.00039810717055349735,10,246,0.492,0.013596018928294467,0.39864580467843413,0.997,0.945,45,25,,2.0361599999999997,True,,
EEPM-QKD,oqc_lucy,superconducting,170,1.2,5,0.00039810717055349735,10,254,0.508,0.013596018928294467,0.41160989588748886,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.2,6,0.00039810717055349735,10,258,0.516,0.013596018928294467,0.41809194149201634,0.997,0.945,45,25,,0.79184,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.2,7,0.00039810717055349735,10,265,0.53,0.013596018928294467,0.4294355212999392,0.997,0.945,45,25,,1.0180799999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.2,8,0.00039810717055349735,10,231,0.462,0.013596018928294467,0.37433813366145646,0.997,0.945,45,25,,0.79184,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.2,9,0.00039810717055349735,10,256,0.512,0.05359601892829447,0.18103296907700986,0.997,0.945,45,25,,1.6967999999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.5,0,0.00039810717055349735,10,244,0.488,0.014496018928294468,0.38918199274463233,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.5,1,0.00039810717055349735,10,235,0.47,0.014496018928294468,0.3748269192417565,0.997,0.945,45,25,,1.80992,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.5,2,0.00039810717055349735,10,226,0.452,0.059950564382839924,0.13291314273505864,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.5,3,0.00039810717055349735,10,248,0.496,0.014496018928294468,0.3955620254125771,0.997,0.945,45,25,,2.0361599999999997,True,,
EEPM-QKD,oqc_lucy,superconducting,170,1.5,4,0.00039810717055349735,10,250,0.5,0.014496018928294468,0.3987520417465495,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.5,5,0.00039810717055349735,10,249,0.498,0.014496018928294468,0.3971570335795633,0.997,0.945,45,25,,1.0180799999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.5,6,0.00039810717055349735,10,280,0.56,0.014496018928294468,0.44660228675613545,0.997,0.945,45,25,,1.80992,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.5,7,0.00039810717055349735,10,240,0.48,0.014496018928294468,0.3828019600766875,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.5,8,0.00039810717055349735,10,258,0.516,0.05449601892829447,0.17801728193270186,0.997,0.945,45,25,,0.79184,False,,
EEPM-QKD,oqc_lucy,superconducting,170,1.5,9,0.00039810717055349735,10,254,0.508,0.014496018928294468,0.4051320744144943,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.0,0,0.00039810717055349735,10,243,0.486,0.01599601892829447,0.37745973642235076,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.0,1,0.00039810717055349735,10,248,0.496,0.01599601892829447,0.38522639766560896,0.997,0.945,45,25,,2.0361599999999997,True,,
EEPM-QKD,oqc_lucy,superconducting,170,2.0,2,0.00039810717055349735,10,265,0.53,0.01599601892829447,0.411633045892687,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.0,3,0.00039810717055349735,10,247,0.494,0.01599601892829447,0.38367306541695734,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.0,4,0.00039810717055349735,10,248,0.496,0.01599601892829447,0.38522639766560896,0.997,0.945,45,25,,0.90496,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.0,5,0.00039810717055349735,10,259,0.518,0.01599601892829447,0.40231305240077714,0.997,0.945,45,25,,2.0361599999999997,True,,
EEPM-QKD,oqc_lucy,superconducting,170,2.0,6,0.00039810717055349735,10,231,0.462,0.01599601892829447,0.3588197494385309,0.997,0.945,45,25,,1.80992,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.0,7,0.00039810717055349735,10,224,0.448,0.01599601892829447,0.3479464236979694,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.0,8,0.00039810717055349735,10,258,0.516,0.01599601892829447,0.40075972015212546,0.997,0.945,45,25,,1.80992,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.0,9,0.00039810717055349735,10,257,0.514,0.01599601892829447,0.3992063879034738,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.5,0,0.00039810717055349735,10,254,0.508,0.01749601892829447,0.3842030629401675,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.5,1,0.00039810717055349735,10,241,0.482,0.01749601892829447,0.3645391266479542,0.997,0.945,45,25,,1.92304,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.5,2,0.00039810717055349735,10,255,0.51,0.01749601892829447,0.3857156734241839,0.997,0.945,45,25,,1.6967999999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.5,3,0.00039810717055349735,10,235,0.47,0.01749601892829447,0.3554634637438557,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.5,4,0.00039810717055349735,10,240,0.48,0.01749601892829447,0.3630265161639378,0.997,0.945,45,25,,1.0180799999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.5,5,0.00039810717055349735,10,253,0.506,0.01749601892829447,0.3826904524561511,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.5,6,0.00039810717055349735,10,268,0.536,0.01749601892829447,0.4053796097163972,0.997,0.945,45,25,,0.79184,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.5,7,0.00039810717055349735,10,249,0.498,0.01749601892829447,0.37664001052008544,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.5,8,0.00039810717055349735,10,261,0.522,0.01749601892829447,0.3947913363282824,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,170,2.5,9,0.00039810717055349735,10,260,0.52,0.01749601892829447,0.393278725844266,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.0,0,0.00025118864315095795,10,231,0.462,0.012997488113568493,0.3783071529541267,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.0,1,0.00025118864315095795,10,242,0.484,0.012997488113568493,0.39632177928527557,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.0,2,0.00025118864315095795,10,236,0.472,0.012997488113568493,0.38649561946828526,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.0,3,0.00025118864315095795,10,233,0.466,0.012997488113568493,0.38158253955979016,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.0,4,0.00025118864315095795,10,243,0.486,0.012997488113568493,0.39795947258810727,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.0,5,0.00025118864315095795,10,246,0.492,0.012997488113568493,0.4028725524966024,0.997,0.945,45,25,,1.80992,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.0,6,0.00025118864315095795,10,256,0.512,0.012997488113568493,0.41924948552491964,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.0,7,0.00025118864315095795,10,274,0.548,0.012997488113568493,0.44872796497589057,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.0,8,0.00025118864315095795,10,247,0.494,0.012997488113568493,0.4045102457994342,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.0,9,0.00025118864315095795,10,262,0.524,0.012997488113568493,0.4290756453419099,0.997,0.945,45,25,,2.14928,True,,
EEPM-QKD,oqc_lucy,superconducting,180,1.2,0,0.00025118864315095795,10,252,0.504,0.013597488113568493,0.40835830084981806,0.997,0.945,45,25,,0.5656,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.2,1,0.00025118864315095795,10,250,0.5,0.013597488113568493,0.4051173619541845,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.2,2,0.00025118864315095795,10,255,0.51,0.013597488113568493,0.4132197091932682,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.2,3,0.00025118864315095795,10,247,0.494,0.013597488113568493,0.40025595361073435,0.997,0.945,45,25,,1.6967999999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.2,4,0.00025118864315095795,10,264,0.528,0.013597488113568493,0.4278039342236189,0.997,0.945,45,25,,1.92304,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.2,5,0.00025118864315095795,10,252,0.504,0.013597488113568493,0.40835830084981806,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.2,6,0.00025118864315095795,10,249,0.498,0.013597488113568493,0.4034968925063678,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.2,7,0.00025118864315095795,10,261,0.522,0.013597488113568493,0.4229425258801687,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.2,8,0.00025118864315095795,10,248,0.496,0.013597488113568493,0.40187642305855104,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.2,9,0.00025118864315095795,10,279,0.558,0.013597488113568493,0.45211097594086996,0.997,0.945,45,25,,1.92304,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.5,0,0.00025118864315095795,10,247,0.494,0.014497488113568494,0.3939568120108856,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.5,1,0.00025118864315095795,10,241,0.482,0.014497488113568494,0.38438701090940663,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.5,2,0.00025118864315095795,10,250,0.5,0.014497488113568494,0.3987417125616251,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.5,3,0.00025118864315095795,10,247,0.494,0.014497488113568494,0.3939568120108856,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.5,4,0.00025118864315095795,10,241,0.482,0.014497488113568494,0.38438701090940663,0.997,0.945,45,25,,1.0180799999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.5,5,0.00025118864315095795,10,251,0.502,0.014497488113568494,0.4003366794118716,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.5,6,0.00025118864315095795,10,252,0.504,0.014497488113568494,0.40193164626211814,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.5,7,0.00025118864315095795,10,250,0.5,0.014497488113568494,0.3987417125616251,0.997,0.945,45,25,,1.80992,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.5,8,0.00025118864315095795,10,280,0.56,0.014497488113568494,0.4465907180690202,0.997,0.945,45,25,,1.6967999999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,1.5,9,0.00025118864315095795,10,244,0.488,0.014497488113568494,0.3891719114601461,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.0,0,0.00025118864315095795,10,251,0.502,0.015997488113568496,0.3898762696627587,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.0,1,0.00025118864315095795,10,250,0.5,0.015997488113568496,0.38832297775175173,0.997,0.945,45,25,,0.79184,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.0,2,0.00025118864315095795,10,246,0.492,0.015997488113568496,0.38210981010772366,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.0,3,0.00025118864315095795,10,265,0.53,0.015997488113568496,0.41162235641685685,0.997,0.945,45,25,,1.0180799999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.0,4,0.00025118864315095795,10,249,0.498,0.015997488113568496,0.3867696858407447,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.0,5,0.00025118864315095795,10,254,0.508,0.015997488113568496,0.39453614539577975,0.997,0.945,45,25,,0.90496,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.0,6,0.00025118864315095795,10,264,0.528,0.015997488113568496,0.4100690645058498,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.0,7,0.00025118864315095795,10,247,0.494,0.015997488113568496,0.3836631020187307,0.997,0.945,45,25,,1.6967999999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.0,8,0.00025118864315095795,10,245,0.49,0.015997488113568496,0.38055651819671665,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.0,9,0.00025118864315095795,10,237,0.474,0.015997488113568496,0.36813018290866056,0.997,0.945,45,25,,1.80992,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.5,0,0.00025118864315095795,10,246,0.492,0.017497488113568497,0.3720924755957411,0.997,0.945,45,25,,0.90496,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.5,1,0.00025118864315095795,10,250,0.5,0.017497488113568497,0.3781427597517694,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.5,2,0.00025118864315095795,10,240,0.48,0.017497488113568497,0.36301704936169865,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.5,3,0.00025118864315095795,10,263,0.526,0.017497488113568497,0.39780618325886147,0.997,0.945,45,25,,2.2624,True,,
EEPM-QKD,oqc_lucy,superconducting,180,2.5,4,0.00025118864315095795,10,273,0.546,0.017497488113568497,0.4129318936489323,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.5,5,0.00025118864315095795,10,281,0.562,0.017497488113568497,0.42503246196098887,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.5,6,0.00025118864315095795,10,240,0.48,0.017497488113568497,0.36301704936169865,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.5,7,0.00025118864315095795,10,242,0.484,0.017497488113568497,0.3660421914397128,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,180,2.5,8,0.00025118864315095795,10,263,0.526,0.017497488113568497,0.39780618325886147,0.997,0.945,45,25,,2.0361599999999997,True,,
EEPM-QKD,oqc_lucy,superconducting,180,2.5,9,0.00025118864315095795,10,256,0.512,0.017497488113568497,0.38721818598581187,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.0,0,0.0001,10,244,0.488,0.012999000000000004,0.3995865195806858,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.0,1,0.0001,10,259,0.518,0.012999000000000004,0.4241512646368755,0.997,0.945,45,25,,1.6967999999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.0,2,0.0001,10,258,0.516,0.012999000000000004,0.4225136149664629,0.997,0.945,45,25,,2.0361599999999997,True,,
EEPM-QKD,oqc_lucy,superconducting,200,1.0,3,0.0001,10,270,0.54,0.05003603703703704,0.20955750490273514,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.0,4,0.0001,10,242,0.484,0.012999000000000004,0.39631122023986054,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.0,5,0.0001,10,245,0.49,0.012999000000000004,0.4012241692510985,0.997,0.945,45,25,,1.80992,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.0,6,0.0001,10,244,0.488,0.05466566666666667,0.16757057265281508,0.997,0.945,45,25,,0.79184,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.0,7,0.0001,10,251,0.502,0.012999000000000004,0.41105006727357435,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.0,8,0.0001,10,243,0.486,0.012999000000000004,0.3979488699102732,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.0,9,0.0001,10,252,0.504,0.012999000000000004,0.41268771694398704,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.2,0,0.0001,10,251,0.502,0.013599000000000003,0.4067269953434528,0.997,0.945,45,25,,2.14928,True,,
EEPM-QKD,oqc_lucy,superconducting,200,1.2,1,0.0001,10,239,0.478,0.013599000000000003,0.387281880028228,0.997,0.945,45,25,,1.4705599999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.2,2,0.0001,10,245,0.49,0.013599000000000003,0.3970044376858404,0.997,0.945,45,25,,0.90496,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.2,3,0.0001,10,256,0.512,0.013599000000000003,0.4148291267247965,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.2,4,0.0001,10,243,0.486,0.013599000000000003,0.3937635851333029,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.2,5,0.0001,10,249,0.498,0.013599000000000003,0.4034861427909153,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.2,6,0.0001,10,259,0.518,0.013599000000000003,0.4196904055536027,0.997,0.945,45,25,,2.0361599999999997,True,,
EEPM-QKD,oqc_lucy,superconducting,200,1.2,7,0.0001,10,244,0.488,0.013599000000000003,0.39538401140957163,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.2,8,0.0001,10,245,0.49,0.013599000000000003,0.3970044376858404,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.2,9,0.0001,10,241,0.482,0.013599000000000003,0.3905227325807654,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.5,0,0.0001,10,257,0.514,0.014499000000000005,0.40989555376272535,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.5,1,0.0001,10,253,0.506,0.014499000000000005,0.40351585642789695,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.5,2,0.0001,10,251,0.502,0.014499000000000005,0.4003260077604827,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.5,3,0.0001,10,243,0.486,0.014499000000000005,0.3875666130908259,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.5,4,0.0001,10,255,0.51,0.014499000000000005,0.4067057050953111,0.997,0.945,45,25,,0.67872,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.5,5,0.0001,10,256,0.512,0.014499000000000005,0.40830062942901824,0.997,0.945,45,25,,1.6967999999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.5,6,0.0001,10,248,0.496,0.014499000000000005,0.3955412347593614,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.5,7,0.0001,10,245,0.49,0.014499000000000005,0.3907564617582401,0.997,0.945,45,25,,2.0361599999999997,True,,
EEPM-QKD,oqc_lucy,superconducting,200,1.5,8,0.0001,10,215,0.43,0.014499000000000005,0.342908731747027,0.997,0.945,45,25,,1.6967999999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,200,1.5,9,0.0001,10,250,0.5,0.014499000000000005,0.3987310834267756,0.997,0.945,45,25,,1.80992,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.0,0,0.0001,10,271,0.542,0.015999000000000006,0.4209308589209879,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.0,1,0.0001,10,255,0.51,0.015999000000000006,0.39607885249022845,0.997,0.945,45,25,,1.92304,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.0,2,0.0001,10,254,0.508,0.015999000000000006,0.394525602088306,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.0,3,0.0001,10,269,0.538,0.015999000000000006,0.41782435811714297,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.0,4,0.0001,10,238,0.476,0.015999000000000006,0.36967359565754654,0.997,0.945,45,25,,0.90496,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.0,5,0.0001,10,242,0.484,0.015999000000000006,0.37588659726523643,0.997,0.945,45,25,,1.6967999999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.0,6,0.0001,10,242,0.484,0.015999000000000006,0.37588659726523643,0.997,0.945,45,25,,1.58368,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.0,7,0.0001,10,221,0.442,0.015999000000000006,0.3432683388248647,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.0,8,0.0001,10,255,0.51,0.015999000000000006,0.39607885249022845,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.0,9,0.0001,10,262,0.524,0.015999000000000006,0.40695160530368574,0.997,0.945,45,25,,1.35744,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.5,0,0.0001,10,251,0.502,0.017499000000000008,0.37964514255376997,0.997,0.945,45,25,,0.67872,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.5,1,0.0001,10,235,0.47,0.017499000000000008,0.35544465537902764,0.997,0.945,45,25,,1.2443199999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.5,2,0.0001,10,247,0.494,0.017499000000000008,0.3735950207600844,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.5,3,0.0001,10,264,0.528,0.017499000000000008,0.39930803838324813,0.997,0.945,45,25,,1.80992,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.5,4,0.0001,10,250,0.5,0.017499000000000008,0.3781326121053486,0.997,0.945,45,25,,2.14928,True,,
EEPM-QKD,oqc_lucy,superconducting,200,2.5,5,0.0001,10,264,0.528,0.017499000000000008,0.39930803838324813,0.997,0.945,45,25,,1.92304,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.5,6,0.0001,10,257,0.514,0.05749900000000001,0.16279575327500354,0.997,0.945,45,25,,1.1312,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.5,7,0.0001,10,264,0.528,0.017499000000000008,0.39930803838324813,0.997,0.945,45,25,,1.6967999999999999,False,,
EEPM-QKD,oqc_lucy,superconducting,200,2.5,8,0.0001,10,255,0.51,0.017499000000000008,0.3856952643474556,0.997,0.945,45,25,,1.6967999999999999,False,,
